Inflight wifi service,Age,Flight Distance,Class,Online boarding,Checkin service,Loyal Customer,Seat comfort,Leg room service,Business Travel
4,33,347,2,4,2,1,4,2,1
5,44,3051,3,5,5,1,4,5,1
3,50,453,2,3,3,1,2,2,0
3,46,3281,3,5,4,1,5,5,1
5,52,1831,3,5,4,1,2,4,1
3,48,301,1,5,3,1,4,3,0
3,23,594,1,3,4,0,1,5,1
3,64,898,1,4,1,1,5,3,0
4,49,1014,2,4,4,1,4,1,1
3,35,1045,2,3,5,1,5,3,0
3,51,503,3,5,5,1,4,3,0
3,62,226,3,5,3,1,4,5,1
1,16,3072,3,4,3,1,5,5,1
4,48,912,3,5,4,1,4,5,1
3,37,481,1,3,4,1,1,4,0
2,19,912,2,2,5,1,4,4,0
2,27,366,1,2,4,1,1,2,0
1,61,1194,1,1,4,1,4,2,0
3,29,1133,1,3,2,0,4,3,1
1,40,3230,3,1,4,1,1,5,1
5,41,946,1,5,4,1,5,2,1
4,47,259,1,4,1,1,3,5,0
2,29,719,3,2,4,0,3,5,1
4,20,642,1,4,5,1,5,2,0
2,21,1750,3,5,5,1,5,3,0
1,34,641,3,4,5,1,4,5,1
1,49,122,3,3,4,1,4,4,1
1,26,874,1,1,2,0,1,1,1
2,9,1953,2,3,4,1,1,3,1
2,59,451,1,2,1,1,2,3,0
1,23,1276,1,1,2,0,3,3,1
5,57,370,1,5,1,1,2,5,0
1,69,2206,3,3,4,1,4,1,1
3,57,954,2,3,1,1,2,3,0
3,51,834,1,3,1,1,2,4,1
1,59,459,1,1,4,1,4,3,0
1,55,390,2,1,1,1,3,2,0
4,40,677,1,4,2,1,4,5,1
4,45,1182,3,4,5,0,1,5,1
1,57,2234,3,4,3,1,4,4,1
2,62,633,1,4,4,1,4,2,0
1,48,164,1,1,5,1,1,2,0
3,44,429,3,4,5,1,5,4,1
5,32,2496,1,5,5,1,5,4,1
1,38,650,1,1,1,1,4,4,0
3,55,3603,3,4,4,1,5,4,1
4,30,672,2,3,3,0,4,3,1
3,72,957,1,4,1,1,4,3,1
1,48,2844,3,5,3,1,5,4,1
4,36,2965,3,4,3,1,4,4,1
1,60,3227,3,4,4,1,4,3,1
2,34,3744,3,4,3,1,4,4,1
4,50,550,1,3,4,1,3,4,0
2,15,401,1,2,2,0,4,2,1
3,57,589,1,3,1,1,3,4,1
2,13,3313,3,2,1,1,2,2,1
2,61,3710,3,3,4,1,3,2,1
2,15,1674,1,2,3,0,1,2,1
4,42,3757,3,5,3,1,5,4,1
1,33,3320,3,5,3,1,3,5,1
2,36,159,1,2,4,1,5,3,0
3,60,1171,2,3,3,1,3,5,0
2,30,1124,3,2,4,1,2,3,1
5,27,1127,3,5,4,0,2,5,1
1,35,305,1,1,4,1,1,1,0
3,64,589,2,5,3,1,4,3,0
2,25,1199,1,2,5,1,2,3,0
4,7,951,1,4,1,1,2,4,0
3,58,628,1,4,5,1,5,3,0
4,29,919,1,4,3,1,3,2,0
4,38,109,1,4,5,1,5,1,0
3,68,2279,1,3,2,1,2,3,0
4,30,73,3,2,1,1,4,1,1
4,30,746,2,4,1,1,4,3,1
3,41,997,2,2,3,1,2,4,0
1,44,1998,3,5,4,1,5,5,1
3,48,990,1,2,4,0,4,1,1
3,51,675,1,4,1,1,3,3,0
4,24,936,1,4,3,0,2,2,1
4,30,651,3,5,1,1,5,5,1
4,25,1050,1,4,2,0,3,2,1
2,10,337,1,2,5,1,4,1,0
2,40,3185,3,3,1,1,3,2,1
1,55,859,1,1,2,1,1,4,1
2,42,1902,3,4,4,1,4,5,1
4,45,359,1,5,2,1,2,4,0
2,51,1969,3,3,3,1,5,5,1
1,48,1608,3,5,5,1,5,5,1
2,51,295,1,2,3,1,1,3,0
3,58,2611,3,3,3,1,3,3,1
4,41,2079,3,3,2,1,3,4,1
4,19,359,3,4,2,1,4,1,1
5,39,216,1,5,1,1,5,3,1
1,57,746,3,5,4,1,5,5,1
4,30,3540,3,5,2,1,5,1,1
4,25,826,2,4,4,1,4,4,1
2,24,1085,1,2,4,1,1,4,0
2,25,1045,1,2,2,1,2,2,1
1,38,2716,3,4,3,1,5,4,1
4,47,386,3,4,5,0,5,2,1
1,51,448,2,1,1,1,1,3,1
3,25,368,1,3,5,1,3,5,0
5,21,746,1,5,4,1,2,4,0
2,40,861,1,2,4,1,2,5,1
2,34,627,1,2,1,0,5,4,1
3,42,226,1,3,2,0,1,5,1
1,41,3098,3,4,1,1,3,1,1
3,47,1491,3,4,5,1,4,5,1
5,53,1597,1,4,5,1,5,5,1
2,59,247,3,5,4,1,4,4,1
2,36,404,1,2,5,1,3,2,0
4,70,447,3,5,5,1,5,5,1
4,40,495,1,4,1,0,4,3,1
0,44,2937,3,4,5,1,4,1,1
4,24,1179,3,2,1,1,2,5,1
2,12,1416,1,2,5,1,2,3,0
5,57,1995,1,5,5,1,2,3,0
2,38,761,1,2,5,1,2,2,1
5,38,261,1,5,4,1,5,3,0
3,7,337,1,3,4,1,3,1,0
3,22,545,1,3,2,1,3,2,0
3,41,2227,3,5,4,1,5,4,1
5,23,1476,3,5,3,1,5,1,1
1,54,78,1,0,3,1,5,5,0
4,48,1670,1,4,5,1,3,2,0
4,27,270,1,4,2,1,4,3,1
3,64,2475,1,1,1,1,1,5,0
4,31,1754,3,5,5,1,5,5,1
4,31,2290,3,4,2,1,4,2,1
2,7,423,2,4,2,1,3,4,0
1,32,414,1,1,3,1,1,4,1
2,8,406,1,5,3,1,1,3,0
3,25,912,1,2,2,0,5,1,1
4,55,184,3,5,3,1,5,4,1
1,14,2554,1,0,5,1,4,3,0
4,67,2504,1,4,4,1,4,5,0
3,15,158,1,3,1,1,4,2,0
2,27,121,1,1,3,0,5,2,1
4,24,541,3,4,3,0,2,2,1
2,36,220,1,2,4,1,2,1,0
2,37,304,2,2,2,1,2,3,1
2,17,2295,2,2,4,1,5,2,0
2,59,216,1,2,3,1,4,2,0
1,69,345,1,4,4,1,4,1,0
0,66,2271,3,4,5,1,4,2,1
3,46,515,1,4,4,1,5,3,0
2,67,895,1,2,3,1,3,4,0
4,29,1121,3,5,5,1,5,2,1
1,69,1546,1,3,4,1,4,1,0
2,42,319,1,1,5,1,3,2,0
2,39,356,1,2,4,1,2,2,1
4,53,205,1,3,3,1,4,4,1
5,57,214,3,5,3,1,4,4,1
0,59,337,3,5,3,1,5,1,1
3,37,230,1,3,4,0,4,1,1
5,58,767,3,5,5,1,4,5,1
3,42,235,1,4,3,1,4,3,1
2,25,1076,1,3,3,0,1,3,1
1,14,1020,1,1,3,1,4,1,0
5,40,3590,3,4,5,1,5,4,1
3,49,1955,3,2,3,1,2,3,1
3,41,296,1,2,5,1,5,3,0
4,53,1182,1,4,5,1,5,4,0
4,37,463,2,4,3,1,4,4,1
2,10,1126,1,2,1,1,1,4,0
4,36,458,2,4,5,1,4,4,1
4,36,229,1,4,4,0,2,2,1
1,58,1846,3,3,3,1,4,2,1
2,27,834,1,2,1,1,2,4,1
4,40,794,3,4,1,1,1,5,1
2,19,2756,3,2,3,1,2,3,1
5,37,3744,3,5,5,1,5,4,1
5,58,1123,3,4,4,1,5,4,1
4,71,2166,3,4,3,1,4,5,1
4,18,349,1,4,5,1,4,4,0
4,66,1097,1,4,5,1,5,4,0
5,54,3064,3,4,5,1,4,5,1
2,30,2306,3,4,4,1,4,3,1
3,44,641,3,4,4,1,4,4,1
4,53,584,1,4,3,1,5,1,1
1,25,1107,1,1,3,0,5,3,1
2,22,1050,1,2,2,0,4,1,1
2,33,125,1,2,2,1,2,3,0
3,39,432,1,4,3,1,3,3,1
5,46,2004,3,4,5,1,5,4,1
4,31,1874,1,4,2,1,4,5,1
3,38,148,3,2,3,0,2,4,1
2,53,758,1,2,3,1,2,3,1
2,28,1610,3,4,4,1,4,2,1
4,43,2580,3,5,5,1,5,4,1
1,41,853,3,3,4,1,3,2,1
4,24,171,1,4,4,0,1,3,1
4,42,641,3,4,3,1,4,5,1
1,69,192,2,1,2,1,2,1,0
4,26,562,1,4,2,0,2,2,1
2,20,672,1,2,3,1,1,3,0
2,39,1961,3,4,3,1,4,5,1
4,22,2083,3,4,4,1,4,5,1
1,53,594,1,2,4,1,5,2,0
5,16,1309,3,5,2,0,2,4,1
3,22,2612,3,5,3,1,5,5,1
2,43,631,2,1,1,1,1,5,0
3,50,441,1,3,2,1,1,3,0
4,21,1061,1,4,3,1,3,5,0
1,22,2730,3,1,4,1,1,1,1
4,45,2799,3,5,3,1,3,2,1
1,25,1023,3,1,3,1,1,3,1
2,30,405,1,2,3,0,1,3,1
4,13,444,3,4,4,1,4,2,0
4,16,647,1,4,1,1,4,5,0
2,22,484,1,2,4,0,5,4,1
2,33,1440,3,2,2,1,2,2,1
3,34,294,1,3,3,1,4,4,0
5,26,822,3,1,1,0,1,5,1
2,46,601,2,2,2,1,2,2,1
1,40,2300,3,5,5,1,5,4,1
4,18,460,1,4,2,1,3,4,0
4,51,427,1,4,4,1,5,4,0
4,48,149,1,2,3,1,3,4,1
3,60,628,3,4,4,1,4,3,0
1,23,965,1,1,4,1,1,2,0
2,53,238,1,2,3,1,2,1,1
4,27,326,3,4,4,0,3,2,1
2,39,895,3,5,4,1,2,4,1
2,52,429,1,2,2,1,3,2,0
2,70,550,1,2,3,1,3,2,0
2,38,2876,3,5,3,1,5,5,1
2,36,421,1,2,3,0,2,4,1
5,67,919,1,4,2,1,3,5,0
0,58,3407,3,5,4,1,5,4,1
4,57,101,1,4,2,1,4,5,1
2,46,280,2,4,5,1,5,2,0
5,50,120,1,5,3,1,2,5,1
3,56,337,1,3,3,1,4,2,0
1,25,438,1,3,5,1,4,2,0
4,55,1095,3,5,5,1,5,5,1
3,23,222,3,4,5,1,4,5,1
5,37,1907,3,5,3,1,5,4,1
4,29,569,1,4,1,0,2,3,1
5,53,534,3,4,3,1,5,4,1
4,20,488,1,4,2,0,3,3,1
2,39,1471,1,2,1,1,2,5,0
3,42,965,3,3,2,1,5,3,1
3,41,718,1,3,4,1,3,2,1
2,21,1139,1,3,3,0,4,5,1
3,56,363,3,2,2,1,2,5,1
5,42,2116,3,5,4,1,5,3,1
4,27,110,2,4,1,1,4,4,1
4,30,1599,3,4,3,1,4,1,1
3,57,1821,3,3,1,1,3,3,1
4,48,3103,3,4,5,1,5,4,1
2,19,822,1,2,2,1,1,2,0
3,24,1107,1,3,4,0,3,5,1
1,53,2488,3,4,5,1,5,2,1
3,44,985,1,3,5,1,2,5,0
3,29,373,1,4,4,0,2,1,1
5,52,2007,3,5,3,1,4,4,1
5,25,391,3,3,5,1,3,3,1
2,47,1712,3,5,4,1,4,5,1
4,53,867,3,3,2,1,2,4,1
2,10,1666,1,2,3,1,3,3,0
1,49,3593,3,5,3,1,4,5,1
3,60,1072,1,5,3,1,5,3,0
5,40,425,1,5,3,1,5,3,1
4,51,200,1,0,4,1,2,3,0
3,49,612,1,3,5,1,5,4,0
2,26,106,2,2,4,1,3,3,0
1,25,89,3,1,3,0,2,3,1
5,45,2414,3,4,5,1,4,4,1
3,25,200,2,3,3,0,1,3,1
3,25,693,1,3,2,0,2,2,1
3,59,1475,1,3,2,1,5,1,0
3,27,983,1,3,4,1,2,2,0
1,59,391,2,2,1,1,3,1,0
4,19,859,3,4,3,0,3,4,1
2,22,2139,1,2,4,0,5,3,1
3,29,237,2,3,1,0,5,2,1
4,27,238,1,4,2,0,2,5,1
4,45,849,1,4,4,1,4,1,1
2,47,526,3,2,2,1,1,3,1
2,38,721,1,3,4,0,5,2,1
2,46,472,1,4,1,1,4,2,1
4,29,641,1,5,1,0,1,5,1
3,41,1541,3,3,5,0,4,5,1
4,62,327,1,2,5,1,4,4,1
3,15,776,1,3,5,1,1,4,0
3,34,427,1,3,5,1,2,1,0
1,9,2845,3,2,3,1,1,4,1
2,33,694,1,2,4,1,2,3,0
0,13,4963,1,1,1,1,1,5,0
2,33,645,3,1,1,1,4,5,1
3,37,1171,3,2,2,1,3,3,1
1,30,405,3,1,4,1,3,2,0
2,26,581,1,2,2,1,3,2,0
2,33,404,1,2,5,1,3,5,0
1,59,954,1,1,3,1,2,1,0
3,53,473,3,5,5,1,5,4,1
0,65,405,1,4,3,1,3,0,0
4,46,3113,3,5,3,1,4,4,1
1,18,369,1,1,4,1,5,4,0
0,45,448,1,4,2,1,3,0,0
1,16,787,1,1,1,0,1,2,1
3,63,2703,3,5,5,1,4,5,1
3,38,406,3,4,3,1,4,3,1
3,48,813,3,3,1,1,3,3,1
3,26,1900,3,3,1,1,3,3,1
1,45,1024,3,1,4,0,5,4,1
3,36,501,1,3,4,1,3,5,1
1,60,1183,1,5,3,1,5,1,0
3,30,738,1,3,4,1,4,3,0
3,49,594,1,3,3,1,3,5,1
2,34,2091,3,4,2,1,3,2,1
2,41,1973,3,5,3,1,5,3,1
1,65,273,1,1,3,1,5,2,0
1,18,543,1,1,1,0,2,5,1
3,26,925,1,3,4,1,4,2,0
2,30,1990,3,2,4,1,2,4,1
1,51,2441,3,4,5,1,4,3,1
4,38,1581,3,5,2,1,5,3,1
5,62,370,2,3,3,1,2,5,0
5,49,442,1,4,4,1,4,5,0
2,47,2300,1,2,4,1,5,4,0
1,23,1440,3,5,5,1,5,5,1
5,40,651,3,4,4,1,5,4,1
2,36,1028,1,2,2,0,2,3,1
3,28,600,3,4,4,1,4,2,1
2,51,484,3,3,1,1,3,3,1
4,70,1172,1,3,3,1,5,5,0
1,77,1511,3,4,2,1,4,1,1
2,17,175,1,2,5,1,2,2,0
4,37,192,1,4,3,1,4,4,1
2,22,257,1,2,5,1,4,2,0
3,68,389,2,3,3,1,3,2,1
2,38,985,2,3,4,1,5,4,0
2,41,2618,3,4,3,1,3,2,1
1,15,189,1,1,4,1,2,1,1
3,39,2719,3,3,3,1,4,3,1
4,34,775,1,4,1,1,3,4,0
3,34,119,1,3,2,1,4,5,0
1,35,102,3,4,3,1,5,4,1
3,24,762,2,3,5,1,3,4,0
2,48,1037,1,2,4,1,2,3,0
3,42,417,3,4,5,1,4,5,1
3,31,192,1,5,5,1,5,5,0
4,40,2859,3,5,5,1,5,5,1
1,8,1155,1,1,5,0,3,4,1
4,39,311,1,4,4,1,1,2,0
4,47,967,3,5,4,1,5,5,1
4,38,1024,2,4,1,1,4,4,1
1,45,429,1,4,1,1,4,1,0
4,38,602,1,4,3,1,1,2,0
5,31,2223,3,5,5,1,5,4,1
2,25,594,3,2,3,0,2,2,1
2,63,460,1,5,3,1,2,2,0
1,32,295,1,1,2,0,3,5,1
1,57,4963,3,4,4,1,4,5,1
2,7,637,1,2,5,1,2,5,0
3,29,1592,3,3,3,1,3,5,1
3,15,452,1,3,3,1,2,5,0
4,23,1596,3,5,4,1,5,4,1
4,28,965,1,4,3,0,4,1,1
5,48,867,1,3,1,1,1,5,1
2,54,3331,3,5,3,1,5,5,1
2,39,2342,1,2,1,1,2,2,1
3,62,214,1,3,4,1,2,2,0
2,55,599,1,3,2,1,4,2,0
2,10,175,1,2,3,1,5,3,0
1,46,356,1,4,3,1,5,1,0
4,54,2917,3,5,5,1,5,3,1
2,50,147,3,4,2,1,5,5,1
5,54,813,1,5,2,1,4,1,0
5,53,1340,3,5,3,1,4,5,1
3,52,1874,1,3,4,1,4,3,0
3,26,192,1,3,4,0,3,4,1
4,53,302,1,5,4,1,5,3,0
4,53,1005,1,4,3,1,4,4,0
1,47,495,3,4,4,1,4,1,1
3,38,2295,3,5,5,1,5,3,0
2,43,1660,3,4,3,1,4,2,1
3,44,1702,3,3,3,1,5,3,1
1,42,1748,3,4,5,1,5,3,1
1,67,1482,1,1,4,1,2,1,0
2,25,416,1,1,4,0,5,3,1
1,31,913,1,1,5,0,4,3,1
4,49,926,3,4,5,0,1,2,1
1,28,201,1,1,1,0,2,5,1
1,54,192,1,1,4,1,5,2,0
2,28,834,1,2,3,1,2,1,1
1,57,479,1,1,4,1,5,3,0
3,68,351,3,3,1,1,3,3,1
4,56,1747,1,2,1,1,3,4,1
2,19,784,2,2,2,0,4,1,1
2,28,1846,1,2,3,1,2,2,0
4,60,1900,3,3,5,1,5,2,1
5,52,157,1,3,2,1,4,5,1
1,55,1020,1,3,4,1,4,2,0
1,54,1065,3,3,3,1,4,5,1
0,22,140,3,0,4,0,1,2,1
3,8,594,2,3,3,0,4,3,1
2,31,404,3,2,4,1,2,3,0
3,46,3540,3,4,3,1,5,4,1
2,40,480,3,5,4,1,5,3,1
3,67,438,1,5,4,1,5,3,0
3,26,2288,3,2,2,1,2,5,1
3,12,696,1,3,5,1,3,3,0
1,39,1024,3,4,2,1,5,2,1
1,8,776,1,4,4,0,4,4,1
2,38,679,1,2,4,1,1,3,0
4,46,125,1,5,4,1,1,4,0
3,39,550,1,3,2,1,3,5,1
5,47,1514,3,4,5,1,4,5,1
2,67,631,1,2,2,1,2,3,0
3,43,1013,1,3,4,1,3,5,0
2,37,164,1,2,5,1,4,4,0
4,63,90,1,2,2,1,2,0,0
3,15,438,1,3,3,1,3,3,0
2,22,483,3,4,4,1,4,3,1
1,48,1962,3,4,3,1,5,3,1
2,60,500,2,2,2,1,1,5,1
5,55,334,1,5,5,1,5,4,1
3,39,1235,1,3,1,1,5,4,0
3,52,342,1,2,4,1,1,5,0
1,55,1947,2,1,2,1,4,1,1
5,43,2089,3,3,2,1,1,4,1
5,62,101,1,5,2,1,2,5,1
3,39,852,1,3,2,1,3,5,1
4,24,399,2,4,5,1,4,4,0
1,20,964,1,1,1,1,4,3,0
5,35,190,1,5,2,1,5,4,1
4,35,500,1,4,5,1,4,4,0
2,37,602,3,2,3,0,2,3,1
1,18,2454,1,2,5,1,4,2,0
2,39,1832,3,3,1,1,4,1,1
4,46,3933,3,4,3,1,4,4,1
1,42,3880,3,4,3,1,4,4,1
2,39,2454,3,5,5,1,5,4,1
1,45,2904,3,5,4,1,5,5,1
4,47,2680,3,4,3,1,4,5,1
3,25,1379,2,3,5,1,4,3,0
2,68,255,3,3,3,1,4,2,0
2,58,862,1,2,5,1,3,3,0
3,31,1389,3,4,3,1,4,2,1
4,57,168,3,5,5,1,5,4,1
2,31,3547,3,4,4,1,4,4,1
4,38,633,1,4,4,1,4,2,1
3,31,925,1,2,1,1,5,5,0
5,49,925,3,5,3,1,4,4,1
2,52,427,3,4,1,1,4,2,1
3,27,354,2,3,3,1,3,4,0
4,51,589,3,4,4,0,2,3,1
2,24,2475,1,2,2,1,2,4,0
3,31,371,1,1,4,1,2,5,0
1,31,212,2,1,4,1,4,3,0
2,45,1008,2,2,4,1,2,5,1
2,60,631,1,2,2,1,2,3,1
1,52,3897,3,4,3,1,5,5,1
2,58,1192,3,5,3,1,4,4,1
2,36,3617,3,1,4,1,2,2,1
3,50,3240,3,4,3,1,5,4,1
1,43,1562,3,5,5,1,4,5,1
2,34,1072,3,2,3,0,2,2,1
3,50,1416,1,3,5,1,4,3,0
2,13,1670,1,2,4,1,1,1,0
3,44,3890,3,4,5,1,4,4,1
3,38,2938,3,4,4,1,5,5,1
2,59,1670,2,2,4,1,1,4,1
3,32,237,1,3,4,0,2,4,1
5,59,1726,3,4,3,1,4,5,1
1,53,3075,3,3,1,1,3,0,1
5,60,1958,3,5,4,1,5,4,1
3,15,2475,3,3,3,1,3,3,0
3,53,405,1,1,1,1,5,3,0
3,26,697,2,3,5,0,3,1,1
1,52,2338,3,4,3,1,4,1,1
3,52,528,1,5,5,1,5,3,0
2,33,3598,3,2,4,1,2,2,1
1,47,2227,3,3,3,1,5,5,1
5,59,2530,3,5,4,1,4,5,1
4,37,1814,3,4,3,1,4,4,1
3,35,240,1,3,5,1,2,4,0
3,39,524,1,4,4,1,3,4,1
1,27,695,3,1,1,1,1,5,1
2,40,438,1,3,5,1,2,3,1
2,35,67,2,2,4,1,4,4,0
4,47,1670,2,2,2,1,4,5,0
1,7,488,1,1,4,1,2,3,0
1,46,1667,3,5,4,1,4,2,1
3,63,551,1,3,2,1,5,3,0
1,40,2313,3,2,4,1,1,4,1
3,24,226,1,3,3,0,5,5,1
1,49,1235,3,5,4,1,5,4,1
3,22,571,1,2,4,0,4,1,1
2,45,332,3,5,4,1,5,4,1
3,44,817,3,2,5,1,1,5,1
5,20,2586,3,4,3,1,5,4,1
5,43,2419,3,4,5,1,5,4,1
5,44,370,3,5,3,0,5,5,1
2,49,2125,3,3,4,1,4,4,1
4,21,363,3,5,5,0,5,2,1
5,52,1671,3,4,4,1,4,4,1
2,52,2063,3,5,5,1,5,4,1
1,48,354,3,4,3,1,5,4,1
1,16,762,1,4,4,1,4,4,0
3,57,340,3,4,5,1,5,4,1
2,56,209,1,2,3,1,3,1,0
2,54,1615,3,5,4,1,5,5,1
5,66,1192,1,5,5,1,1,4,0
2,60,444,3,4,4,1,5,4,1
2,57,936,3,4,4,1,5,2,1
4,11,1265,1,4,3,0,3,3,1
2,55,2383,3,4,3,1,5,4,1
4,59,696,1,4,4,1,5,5,0
5,27,594,1,5,5,1,5,5,1
1,24,562,3,4,3,1,4,2,1
2,21,680,1,2,3,1,2,1,0
1,46,3792,3,4,3,1,5,4,1
3,60,3131,3,4,3,1,5,5,1
3,48,1235,2,3,5,1,1,5,0
4,15,416,1,4,3,1,1,4,0
2,23,628,1,3,5,1,4,5,0
4,31,2254,3,4,4,1,4,4,1
4,41,3544,3,5,4,1,4,4,1
2,13,590,1,2,3,1,1,3,0
3,42,605,1,3,2,1,2,1,0
1,28,337,2,0,4,1,2,4,1
3,35,333,1,3,3,1,3,2,0
0,64,484,1,0,4,1,4,3,0
2,57,3455,3,5,4,1,4,4,1
5,50,404,3,4,5,1,5,5,1
4,21,1874,1,4,3,1,3,4,0
5,41,2419,3,4,5,1,4,5,1
5,41,488,1,5,1,1,5,4,1
4,37,820,1,4,2,0,2,4,1
3,16,913,2,2,2,1,2,4,0
2,43,1890,3,3,2,1,3,2,1
2,55,429,3,4,4,1,4,4,1
4,29,2288,3,4,4,1,4,2,1
4,55,902,3,4,4,1,4,3,1
4,56,1730,3,5,4,1,5,4,1
3,45,1407,1,3,3,1,2,2,1
1,12,2486,1,1,1,0,1,3,1
2,58,204,2,3,4,1,1,2,0
5,30,1325,3,5,5,0,4,2,1
5,46,267,3,2,3,1,4,5,1
2,59,200,3,5,5,1,4,4,1
1,46,2799,3,4,5,1,4,4,1
4,60,2712,3,4,3,1,4,4,1
1,47,246,1,5,3,1,5,1,0
2,27,719,3,2,4,0,3,3,1
2,24,101,1,2,3,0,3,5,1
2,50,2551,3,3,1,1,3,3,1
4,29,737,1,4,3,0,4,3,1
5,43,223,1,5,4,1,5,4,1
5,40,177,3,5,5,1,4,5,1
4,63,813,2,4,3,1,4,2,0
3,15,711,1,3,4,1,2,1,0
3,23,2419,3,3,1,1,3,1,1
2,65,116,2,2,2,1,2,3,1
4,54,878,1,4,4,0,4,1,1
2,27,495,3,2,2,1,5,4,0
3,25,1444,1,3,4,0,4,4,1
2,37,356,1,2,5,1,3,5,0
2,28,421,1,2,4,0,5,2,1
4,41,714,3,4,4,0,5,3,1
3,19,373,1,3,1,1,2,4,0
4,45,3576,3,5,3,1,1,5,1
4,23,226,1,4,4,0,4,3,1
4,27,2174,2,4,3,1,4,5,0
4,44,762,3,5,4,1,4,5,1
1,30,1681,3,5,5,1,5,5,1
1,63,309,1,4,4,1,5,1,0
2,69,543,1,2,4,1,4,3,0
3,30,3684,3,4,5,1,4,2,1
2,25,337,3,2,5,0,1,2,1
1,13,383,1,1,3,1,4,4,0
1,55,101,2,3,2,1,4,0,0
1,68,2449,1,1,1,1,1,3,0
3,35,319,1,3,4,1,3,1,0
2,39,337,1,1,5,0,5,5,1
2,49,972,1,2,4,1,5,4,0
4,47,349,1,3,1,1,3,4,0
2,40,916,1,2,5,1,1,5,0
2,42,3202,3,2,3,1,2,1,1
3,36,447,1,3,5,1,5,2,0
5,43,2480,3,4,4,1,5,3,1
4,43,266,1,4,3,1,4,2,1
4,41,192,1,4,3,1,4,2,1
1,55,3824,3,5,5,1,4,4,1
2,44,1306,1,1,5,1,4,2,0
2,19,349,3,2,1,0,3,5,1
1,65,373,2,1,2,0,1,1,1
4,44,649,3,5,5,1,4,4,0
2,39,369,1,3,1,0,4,4,1
1,49,2632,3,5,4,1,5,5,1
3,29,602,1,3,4,1,2,2,0
5,47,447,3,5,3,1,5,3,1
0,70,2813,3,4,3,1,4,5,1
3,31,1208,1,3,2,1,2,1,0
1,22,731,1,1,2,1,4,5,0
5,41,1014,3,5,4,0,2,5,1
5,42,1448,3,1,5,1,3,5,1
3,69,528,1,5,4,1,4,3,0
5,55,2342,3,5,5,1,4,4,1
3,38,399,1,5,2,1,3,2,1
4,32,1400,3,4,4,1,4,1,1
4,63,1069,1,4,4,1,4,1,1
5,51,2500,3,4,3,1,3,5,1
2,38,834,3,2,3,0,5,4,1
2,65,605,1,4,4,1,5,3,0
4,40,3559,3,2,3,1,5,4,1
4,19,1788,1,4,4,0,5,3,1
4,59,578,3,5,5,1,5,4,0
2,58,272,3,2,5,0,4,3,1
1,30,2176,3,1,4,0,1,3,1
2,39,1784,3,4,3,1,5,4,1
0,48,503,1,2,1,1,2,0,0
2,19,632,1,2,3,1,2,2,0
5,43,541,1,5,3,1,3,5,0
5,10,1521,3,4,5,1,4,5,1
4,25,797,1,4,2,0,2,5,1
4,18,163,1,4,4,1,3,3,0
1,43,425,1,2,4,1,4,1,0
1,51,2084,3,1,2,1,1,4,1
4,25,227,3,4,2,0,3,2,1
5,38,404,1,5,2,1,5,4,1
2,48,1363,3,4,5,1,4,3,1
5,28,1086,2,5,4,1,5,2,1
2,43,2586,1,2,3,1,4,4,0
2,26,282,2,2,3,0,5,4,1
3,30,3038,3,3,4,1,3,3,1
1,42,989,3,1,4,0,1,5,1
3,46,1061,1,3,4,1,4,3,0
1,26,861,1,4,4,1,4,3,0
2,52,3838,3,4,3,1,4,4,1
3,47,293,1,3,5,1,4,1,0
3,38,1482,1,3,2,1,5,1,0
4,47,3830,3,4,5,1,4,4,1
2,45,925,1,2,1,1,4,4,0
1,20,3258,3,4,3,1,4,4,1
3,37,443,2,3,4,1,3,5,1
3,21,641,1,3,1,0,1,4,1
3,58,179,1,3,1,1,3,2,0
5,31,2645,3,5,5,1,4,1,1
2,43,819,1,3,3,1,5,5,0
2,51,200,1,2,2,1,2,3,1
3,41,3380,3,4,5,1,4,4,1
3,15,201,1,3,5,1,4,2,0
4,39,297,1,4,2,1,4,3,1
5,57,3161,3,4,3,1,4,5,1
3,42,1739,1,3,4,1,3,3,1
3,20,429,2,3,3,1,3,2,1
1,45,1147,1,1,4,1,2,3,0
1,72,2454,3,2,3,1,2,1,1
3,48,719,3,3,4,1,3,3,1
2,56,3304,3,3,4,1,3,2,1
1,13,991,1,1,5,1,3,2,0
4,53,3594,3,5,3,1,4,2,1
2,9,3488,3,2,3,1,2,1,1
3,66,73,1,4,4,1,5,3,0
2,52,632,1,2,5,1,5,2,0
5,28,170,1,5,1,1,5,5,1
2,24,1255,1,2,4,0,1,3,1
1,41,1729,3,4,4,1,4,4,1
1,43,404,3,5,4,1,5,4,1
5,45,1464,2,5,3,1,3,4,0
2,29,783,3,2,4,0,5,5,1
5,49,1654,3,4,3,1,5,5,1
5,10,748,1,4,3,1,5,3,0
2,54,3116,3,4,3,1,3,2,1
2,27,507,3,2,5,0,5,3,1
1,29,295,3,4,3,1,4,3,1
3,57,1481,3,4,4,1,4,2,1
3,26,406,1,3,3,1,2,5,0
2,36,1020,2,2,3,1,4,3,0
4,54,214,1,4,2,1,4,4,1
3,13,199,1,3,3,1,5,2,0
4,21,637,3,4,4,1,3,4,0
4,45,188,1,2,2,1,2,4,0
4,32,440,3,3,4,1,4,3,1
4,23,89,1,4,2,0,4,4,1
1,58,1846,1,1,1,1,1,2,1
5,22,721,1,5,2,0,4,2,1
